"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.mychef.ae/gift-cards","https://www.mychef.ae/service-private-chef.webp","Private chef preparing a gifted dinner in Dubai","47","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/gift-cards","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/how-we-vet-our-chefs","https://www.mychef.ae/service-private-chef.webp","Our Chefs","9","Root-Relative","//body/div/div/main/div/div/section[6]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-cooking-classes-dubai","https://www.mychef.ae/service-private-chef.webp","Chef-led cooking class in a Dubai villa","39","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-cooking-classes-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/part-time-private-chef-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/anniversary-catering-dubai","https://www.mychef.ae/service-private-chef.webp","Private chef preparing an anniversary dinner at home","52","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/anniversary-catering-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef","12","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/quality-guarantee-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div/section[6]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=catering-packages-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/apartment-private-dining-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/chefs-table-dubai","https://www.mychef.ae/service-private-chef.webp","Sushi Catering Dubai","20","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=menus","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mothers-day-catering-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/bachelor-party-catering-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef","12","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/date-night-package-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[5]/div/div[2]/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/bachelorette-party-catering-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef","12","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/become-a-mychef","https://www.mychef.ae/service-private-chef.webp","Our Chefs","9","Root-Relative","//body/div/div/main/div/div/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/family-feast-package-dubai","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[5]/div/div[2]/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/mychef-membership","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div/section[6]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog","https://www.mychef.ae/images/blog/yacht-party-menu-ideas-dubai-hero.webp","Yacht Party Menu Ideas in Dubai — experience concept shown","58","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[2]/a[15]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/yacht-party-menu-ideas-dubai","https://www.mychef.ae/images/blog/yacht-party-menu-ideas-dubai-hero.webp","Canapés being passed on a Dubai yacht deck at golden hour","57","Root-Relative","//body/div/div/main/div/div[1]/section/div[1]/picture/img","Content","HTML","","1344x752",""
"Image","https://www.mychef.ae/blog/topic/outdoor","https://www.mychef.ae/images/blog/yacht-party-menu-ideas-dubai-hero.webp","Yacht Party Menu Ideas in Dubai","31","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/desert-dinner-party-dubai","https://www.mychef.ae/images/blog/yacht-party-menu-ideas-dubai-hero.webp","Yacht Party Menu Ideas in Dubai","31","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/menus","https://www.mychef.ae/menu-seafood.webp","Pan-Seared Sea Bass","19","Root-Relative","//body/div/div/main/div/section[4]/div/div[2]/div[2]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=home","https://www.mychef.ae/menu-seafood.webp","Fresh portioned meals prepared by a private chef in Dubai","57","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=home","https://www.mychef.ae/menu-seafood.webp","Healthy Catering Dubai","22","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/yachts","https://www.mychef.ae/menu-seafood.webp","Yacht dining gallery 3","22","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div[2]/div[3]/img","Content","HTML","","400x300",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai","https://www.mychef.ae/menu-seafood.webp","Fresh portioned meals prepared by a private chef in Dubai","57","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai","https://www.mychef.ae/menu-seafood.webp","Healthy Catering Dubai","22","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/case-studies","https://www.mychef.ae/menu-seafood.webp","Fresh seafood dishes for yacht and villa events","47","Root-Relative","//body/div/div/main/div/div/section[5]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/gallery","https://www.mychef.ae/menu-seafood.webp","Pan-Seared Sea Bass — private chef dubai","40","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[16]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/staff-meals-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Lighter staff meal option plate","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/staff-meals-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Healthy Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/conference-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Conference lunch plated selection","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/corporate-meal-prep-dubai","https://www.mychef.ae/menu-seafood.webp","Balanced portioned protein meal for a workplace plan","52","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/corporate-meal-prep-dubai","https://www.mychef.ae/menu-seafood.webp","Healthy Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=catering-packages-dubai","https://www.mychef.ae/menu-seafood.webp","Fresh portioned meals prepared by a private chef in Dubai","57","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=catering-packages-dubai","https://www.mychef.ae/menu-seafood.webp","Healthy Catering Dubai","22","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/production-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Light plated catering for a photo shoot","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/cocktail-party-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Seafood canapés for cocktails","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/arabic-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Mediterranean Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/picnic-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Light picnic salads and chilled dishes","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/office-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Lighter office lunch plate","26","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/business-lunch-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Executive lunch seafood plate","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/holi-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Fresh dishes served at a Holi celebration","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/live-cooking-stations-dubai","https://www.mychef.ae/menu-seafood.webp","Seafood prepared live at a station","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/coffee-tea-service-dubai","https://www.mychef.ae/menu-seafood.webp","Light bites served with tea and coffee","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/buffet-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Seafood station on a buffet","27","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/asian-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Asian seafood and sushi catering in Dubai","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/asian-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Sushi Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=menus","https://www.mychef.ae/menu-seafood.webp","Fresh portioned meals prepared by a private chef in Dubai","57","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=menus","https://www.mychef.ae/menu-seafood.webp","Healthy Catering Dubai","22","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/bbq-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Grilled seafood platter","23","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/sushi-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Premium sushi and sashimi platter in Dubai","42","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/oyster-bar-dubai","https://www.mychef.ae/menu-seafood.webp","Chilled shellfish and prawns on ice","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/grazing-table-dubai","https://www.mychef.ae/menu-seafood.webp","Seafood elements on a grazing board","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/chinese-new-year-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Whole fish and seafood for Chinese New Year banquet","51","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/mediterranean-catering-dubai","https://www.mychef.ae/menu-seafood.webp","Mediterranean grilled seafood catering in Dubai","47","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
